Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,42.02,141.63,0,2.08025,0,0
empty_tensor,,,24.41,24.41,0,0,0,0
aten::fill_,"4,8;
",,60.41,75.2,0,2.08025,0,0
aclnnInplaceFillScalar,,,14.79,14.79,2.08025,2.08025,0,0
aten::zeros_like,"4,8;
;
;
;
;
",,31.01,90.88,0,1.66,0,0
aten::empty_like,"4,8;
;
;
;
;
",,22.71,37.31,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,10.5,14.6,0,0,0,0
empty_tensor,,,4.1,4.1,0,0,0,0
aten::zero_,"4,8",,17.69,22.56,0,1.66,0,0
aclnnInplaceZero,,,4.87,4.87,1.66,1.66,0,0
aten::empty,";
;
;
;
;
",,10.59,10.59,0,0,0,0
aten::to,"6;
;
;
;
;
",,4.43,457.38,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,10.1,452.95,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.78,9.76,0,0,0,0
empty_tensor,,,2.98,2.98,0,0,0,0
aten::copy_,"6;
6;
",,433.09,433.09,0,0,0,0
aten::lift_fresh,6,,20.88,20.88,0,0,0,0
aten::detach_,6,,1.33,1.33,0,0,0,0
aten::select,"4,8;
;
",,8.32,29.01,0,0,0,0
aten::as_strided,"4,8;
;
;
",,20.69,20.69,0,0,0,0
aten::slice,"8;
;
;
;
",,3.98,6.09,0,0,0,0
aten::as_strided,"8;
;
;
",,2.11,2.11,0,0,0,0
aten::copy_,"6;
6;
",,73.03,87.54,0,0.76,0,0
aclnnInplaceCopy,,,14.51,14.51,0.76,0.76,0,0
aten::scalar_tensor,";
;
;
;
",,8.14,38.2,0,1.52,0,0
aten::empty,";
;
;
;
;
",,3.8,11.83,0,0,0,0
empty_tensor,,,8.03,8.03,0,0,0,0
aten::fill_,";
",,15.26,18.23,0,1.52,0,0
aclnnInplaceFillScalar,,,2.97,2.97,1.52,1.52,0,0
aten::select,"4,8;
;
",,3.89,8.31,0,0,0,0
aten::as_strided,"4,8;
;
;
",,4.42,4.42,0,0,0,0
aten::slice,"8;
;
;
;
",,3.99,6.35,0,0,0,0
aten::as_strided,"8;
;
;
",,2.36,2.36,0,0,0,0
aten::view,";
",,2.57,2.57,0,0,0,0
aten::expand,";
;
",,3.72,6.16,0,0,0,0
aten::as_strided,";
;
;
",,2.44,2.44,0,0,0,0
aten::copy_,"6;
6;
",,17.99,24.1,0,4.2,0,0
aclnnInplaceCopy,,,6.11,6.11,4.2,4.2,0,0
