Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,27.38,101.71,0,2.04025,0,0
empty_tensor,,,22.24,22.24,0,0,0,0
aten::fill_,"1,6;
",,41.83,52.09,0,2.04025,0,0
aclnnInplaceFillScalar,,,10.26,10.26,2.04025,2.04025,0,0
aten::zeros_like,"1,6;
;
;
;
;
",,9.58,49.2,0,1.64,0,0
aten::empty_like,"1,6;
;
;
;
;
",,11.33,22.78,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,8.15,11.45,0,0,0,0
empty_tensor,,,3.3,3.3,0,0,0,0
aten::zero_,"1,6",,14.71,16.84,0,1.64,0,0
aclnnInplaceZero,,,2.13,2.13,1.64,1.64,0,0
aten::empty,";
;
;
;
;
",,10.56,10.56,0,0,0,0
aten::to,"6;
;
;
;
;
",,3.8,199.91,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,9.04,196.11,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.32,7.39,0,0,0,0
empty_tensor,,,2.07,2.07,0,0,0,0
aten::copy_,"6;
6;
",,179.68,179.68,0,0,0,0
aten::lift_fresh,6,,2.56,2.56,0,0,0,0
aten::detach_,6,,1.18,1.18,0,0,0,0
aten::select,"1,6;
;
",,7.65,13.57,0,0,0,0
aten::as_strided,"1,6;
;
;
",,5.92,5.92,0,0,0,0
aten::copy_,"6;
6;
",,63.49,70.19,0,0.76,0,0
aclnnInplaceCopy,,,6.7,6.7,0.76,0.76,0,0
aten::scalar_tensor,";
;
;
;
",,7.13,33.0,0,1.34,0,0
aten::empty,";
;
;
;
;
",,3.58,10.16,0,0,0,0
empty_tensor,,,6.58,6.58,0,0,0,0
aten::fill_,";
",,11.4,15.71,0,1.34,0,0
aclnnInplaceFillScalar,,,4.31,4.31,1.34,1.34,0,0
aten::select,"1,6;
;
",,3.15,6.23,0,0,0,0
aten::as_strided,"1,6;
;
;
",,3.08,3.08,0,0,0,0
aten::view,";
",,4.73,4.73,0,0,0,0
aten::expand,";
;
",,4.31,6.65,0,0,0,0
aten::as_strided,";
;
;
",,2.34,2.34,0,0,0,0
aten::copy_,"6;
6;
",,15.66,18.91,0,4.48025,0,0
