Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty,";
;
;
;
;
",,36.97,78.81,0,0,0,0
empty_tensor,,,41.84,41.84,0,0,0,0
c10d::barrier,"1;
;
;
;
",,146.92,299.58,0,5156.26,0,0
aten::ones,";
;
;
;
",,89.54,121.89,0,1.34,0,0
empty_tensor,,,9.67,9.67,0,0,0,0
aclnnInplaceOne,,,22.68,22.68,1.34,1.34,0,0
record_event,,,7.9,7.9,0.02,0.02,0,0
wait_event,,,4.68,4.68,0.02,0.02,0,0
HcclAllreduce,1,,7.47,11.0,0,5154.84,0,0
HcclAllreduce,,,3.53,3.53,5154.84,5154.84,0,0
record_event,,,4.29,4.29,0.02,0.02,0,0
record_event,,,2.9,2.9,0.02,0.02,0,0
wait_event,,,4.06,4.06,4391.16,4391.16,0,0
destroy_event,,,11.79,11.79,0,0,0,0
aten::empty,";
;
;
;
;
",,17.55,17.55,0,0,0,0
aten::to,"3;
;
;
;
;
",,8.04,287.85,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,22.37,279.81,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,71.76,81.88,0,0,0,0
empty_tensor,,,10.12,10.12,0,0,0,0
aten::copy_,"3;
3;
",,175.56,175.56,0,0,0,0
aten::lift_fresh,3,,53.67,53.67,0,0,0,0
aten::detach_,3,,2.29,2.29,0,0,0,0
c10d::broadcast_,";
;
;
;
;
",,67.69,95.07,0,395.26,0,0
record_event,,,9.88,9.88,0.02,0.02,0,0
wait_event,,,3.34,3.34,6.12,6.12,0,0
HcclBroadcast,3,,4.21,7.9,0,389.08,0,0
HcclBroadcast,,,3.69,3.69,389.08,389.08,0,0
record_event,,,4.18,4.18,0.02,0.02,0,0
record_event,,,2.08,2.08,0.02,0.02,0,0
wait_event,,,2.43,2.43,34.18,34.18,0,0
destroy_event,,,2.02,2.02,0,0,0,0
aten::to,"3;
;
;
;
;
;
;
",,11.05,499.22,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,10.76,488.17,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,8.99,8.99,0,0,0,0
aten::copy_,"3;
3;
",,468.42,468.42,0,0,0,0
aten::resolve_conj,3,,5.16,5.16,0,0,0,0
aten::resolve_neg,3,,1.39,1.39,0,0,0,0
minigpt::decode_phase,,,74.28,4620.91,0,6817.98,0,0
minigpt::decode_control,,,507.54,4546.63,0,6817.98,0,0
aten::empty,";
;
;
;
;
",,7.29,7.29,0,0,0,0
aten::to,"3;
;
;
;
;
",,3.56,168.35,0,0,0,0
