Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,32.78,155.48,0,2.18,0,0
empty_tensor,,,40.62,40.62,0,0,0,0
aten::fill_,"4,8;
",,66.48,82.08,0,2.18,0,0
aclnnInplaceFillScalar,,,15.6,15.6,2.18,2.18,0,0
aten::zeros_like,"4,8;
;
;
;
;
",,9.41,58.79,0,1.7,0,0
aten::empty_like,"4,8;
;
;
;
;
",,15.29,32.7,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,13.41,17.41,0,0,0,0
empty_tensor,,,4.0,4.0,0,0,0,0
aten::zero_,"4,8",,14.78,16.68,0,1.7,0,0
aclnnInplaceZero,,,1.9,1.9,1.7,1.7,0,0
aten::empty,";
;
;
;
;
",,8.63,8.63,0,0,0,0
aten::to,"6;
;
;
;
;
",,4.53,166.45,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,9.68,161.92,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.65,8.06,0,0,0,0
empty_tensor,,,2.41,2.41,0,0,0,0
aten::copy_,"6;
6;
",,144.18,144.18,0,0,0,0
aten::lift_fresh,6,,3.29,3.29,0,0,0,0
aten::detach_,6,,1.23,1.23,0,0,0,0
aten::select,"4,8;
;
",,6.83,16.45,0,0,0,0
aten::as_strided,"4,8;
;
;
",,9.62,9.62,0,0,0,0
aten::slice,"8;
;
;
;
",,4.29,6.09,0,0,0,0
aten::as_strided,"8;
;
;
",,1.8,1.8,0,0,0,0
aten::copy_,"6;
6;
",,88.54,94.74,0,0.76,0,0
aclnnInplaceCopy,,,6.2,6.2,0.76,0.76,0,0
aten::scalar_tensor,";
;
;
;
",,8.55,38.09,0,1.34,0,0
aten::empty,";
;
;
;
;
",,4.02,11.15,0,0,0,0
empty_tensor,,,7.13,7.13,0,0,0,0
aten::fill_,";
",,13.67,18.39,0,1.34,0,0
aclnnInplaceFillScalar,,,4.72,4.72,1.34,1.34,0,0
aten::select,"4,8;
;
",,3.09,6.22,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.13,3.13,0,0,0,0
aten::slice,"8;
;
;
;
",,2.72,4.51,0,0,0,0
aten::as_strided,"8;
;
;
",,1.79,1.79,0,0,0,0
aten::view,";
",,5.56,5.56,0,0,0,0
aten::expand,";
;
",,3.69,6.44,0,0,0,0
aten::as_strided,";
;
;
",,2.75,2.75,0,0,0,0
aten::copy_,"6;
6;
",,17.83,22.87,0,4.3,0,0
aclnnInplaceCopy,,,5.04,5.04,4.3,4.3,0,0
aten::empty,";
;
;
;
;
",,4.47,4.47,0,0,0,0
aten::to,"8;
;
;
;
;
",,2.05,55.74,0,0,0,0
aten::_to_copy,"8;
;
;
;
;
;
",,4.85,53.69,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.14,8.77,0,0,0,0
empty_tensor,,,2.63,2.63,0,0,0,0
aten::copy_,"8;
8;
",,40.07,40.07,0,0,0,0
aten::lift_fresh,8,,1.0,1.0,0,0,0,0
aten::detach_,8,,0.54,0.54,0,0,0,0
aten::select,"4,8;
;
",,3.44,6.21,0,0,0,0
aten::as_strided,"4,8;
;
;
",,2.77,2.77,0,0,0,0
aten::copy_,"8;
8;
",,35.14,41.77,0,0.64,0,0
aclnnInplaceCopy,,,6.63,6.63,0.64,0.64,0,0
aten::scalar_tensor,";
;
;
;
",,4.23,25.08,0,1.34,0,0
aten::empty,";
;
;
;
;
",,2.66,7.1,0,0,0,0
empty_tensor,,,4.44,4.44,0,0,0,0
aten::fill_,";
",,9.45,13.75,0,1.34,0,0
