Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty,";
;
;
;
;
",,28.77,52.38,0,0,0,0
empty_tensor,,,23.61,23.61,0,0,0,0
c10d::barrier,"1;
;
;
;
",,87.55,200.76,0,6676.054,0,0
aten::ones,";
;
;
;
",,68.57,89.02,0,1.16025,0,0
empty_tensor,,,4.64,4.64,0,0,0,0
aclnnInplaceOne,,,15.81,15.81,1.16025,1.16025,0,0
record_event,,,5.05,5.05,0.02,0.02,0,0
wait_event,,,5.39,5.39,7.20025,7.20025,0,0
HcclAllreduce,1,,3.79,5.21,0,6667.6335,0,0
HcclAllreduce,,,1.42,1.42,6667.6335,6667.6335,0,0
record_event,,,6.54,6.54,0.02,0.02,0,0
record_event,,,2.0,2.0,0.02,0.02,0,0
wait_event,,,2.52,2.52,5877.2575,5877.2575,0,0
destroy_event,,,6.01,6.01,0,0,0,0
aten::empty,";
;
;
;
;
",,8.24,8.24,0,0,0,0
aten::to,"3;
;
;
;
;
",,3.65,335.73,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,10.11,332.08,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,22.56,26.38,0,0,0,0
empty_tensor,,,3.82,3.82,0,0,0,0
aten::copy_,"3;
3;
",,295.59,295.59,0,0,0,0
aten::lift_fresh,3,,19.43,19.43,0,0,0,0
aten::detach_,3,,0.86,0.86,0,0,0,0
c10d::broadcast_,";
;
;
;
;
",,39.83,62.01,0,536.27075,0,0
record_event,,,8.61,8.61,0.02,0.02,0,0
wait_event,,,3.63,3.63,0.0,0.0,0,0
HcclBroadcast,3,,2.28,3.36,0,536.21075,0,0
HcclBroadcast,,,1.08,1.08,536.21075,536.21075,0,0
record_event,,,4.32,4.32,0.02,0.02,0,0
record_event,,,2.26,2.26,0.02,0.02,0,0
wait_event,,,2.43,2.43,148.483,148.483,0,0
