Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,55.93,218.82,0,2.2,0,0
empty_tensor,,,46.81,46.81,0,0,0,0
aten::fill_,"4,8;
",,101.13,116.08,0,2.2,0,0
aclnnInplaceFillScalar,,,14.95,14.95,2.2,2.2,0,0
aten::zeros_like,"4,8;
;
;
;
;
",,32.45,100.82,0,1.62,0,0
aten::empty_like,"4,8;
;
;
;
;
",,24.88,46.1,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,15.9,21.22,0,0,0,0
empty_tensor,,,5.32,5.32,0,0,0,0
aten::zero_,"4,8",,19.67,22.27,0,1.62,0,0
aclnnInplaceZero,,,2.6,2.6,1.62,1.62,0,0
aten::empty,";
;
;
;
;
",,16.03,16.03,0,0,0,0
aten::to,"6;
;
;
;
;
",,6.73,556.13,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,15.92,549.4,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.37,8.95,0,0,0,0
empty_tensor,,,2.58,2.58,0,0,0,0
aten::copy_,"6;
6;
",,524.53,524.53,0,0,0,0
aten::lift_fresh,6,,17.15,17.15,0,0,0,0
aten::detach_,6,,1.9,1.9,0,0,0,0
aten::select,"4,8;
;
",,15.46,34.45,0,0,0,0
aten::as_strided,"4,8;
;
;
",,18.99,18.99,0,0,0,0
aten::slice,"8;
;
;
;
",,6.15,8.36,0,0,0,0
aten::as_strided,"8;
;
;
",,2.21,2.21,0,0,0,0
aten::copy_,"6;
6;
",,106.82,114.09,0,0.74,0,0
aclnnInplaceCopy,,,7.27,7.27,0.74,0.74,0,0
aten::scalar_tensor,";
;
;
;
",,8.79,43.76,0,1.36,0,0
aten::empty,";
;
;
;
;
",,4.72,13.17,0,0,0,0
empty_tensor,,,8.45,8.45,0,0,0,0
aten::fill_,";
",,16.54,21.8,0,1.36,0,0
aclnnInplaceFillScalar,,,5.26,5.26,1.36,1.36,0,0
aten::select,"4,8;
;
",,3.76,7.44,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.68,3.68,0,0,0,0
aten::slice,"8;
;
;
;
",,3.74,5.51,0,0,0,0
aten::as_strided,"8;
;
;
",,1.77,1.77,0,0,0,0
aten::view,";
",,4.82,4.82,0,0,0,0
aten::expand,";
;
",,5.49,8.43,0,0,0,0
aten::as_strided,";
;
;
",,2.94,2.94,0,0,0,0
aten::copy_,"6;
6;
",,17.08,21.79,0,4.28,0,0
aclnnInplaceCopy,,,4.71,4.71,4.28,4.28,0,0
aten::empty,";
;
;
;
;
",,6.71,6.71,0,0,0,0
aten::to,"8;
;
;
;
;
",,2.88,137.28,0,0,0,0
aten::_to_copy,"8;
;
;
;
;
;
",,7.26,134.4,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,7.22,10.61,0,0,0,0
empty_tensor,,,3.39,3.39,0,0,0,0
aten::copy_,"8;
8;
",,116.53,116.53,0,0,0,0
aten::lift_fresh,8,,2.28,2.28,0,0,0,0
aten::detach_,8,,0.82,0.82,0,0,0,0
aten::select,"4,8;
;
",,6.42,11.74,0,0,0,0
aten::as_strided,"4,8;
;
;
",,5.32,5.32,0,0,0,0
aten::copy_,"8;
8;
",,53.19,61.04,0,0.64,0,0
aclnnInplaceCopy,,,7.85,7.85,0.64,0.64,0,0
aten::scalar_tensor,";
;
;
;
",,5.94,40.67,0,1.26,0,0
aten::empty,";
;
;
;
;
",,4.33,12.45,0,0,0,0
empty_tensor,,,8.12,8.12,0,0,0,0
aten::fill_,";
",,16.08,22.28,0,1.26,0,0
aclnnInplaceFillScalar,,,6.2,6.2,1.26,1.26,0,0
aten::select,"4,8;
;
",,3.83,8.7,0,0,0,0
aten::as_strided,"4,8;
;
;
",,4.87,4.87,0,0,0,0
aten::view,";
",,4.67,4.67,0,0,0,0
aten::expand,";
;
",,3.09,5.43,0,0,0,0
aten::as_strided,";
;
;
",,2.34,2.34,0,0,0,0
aten::copy_,"8;
8;
",,16.61,21.64,0,4.04,0,0
aclnnInplaceCopy,,,5.03,5.03,4.04,4.04,0,0
aten::empty,";
;
;
;
;
",,5.96,5.96,0,0,0,0
aten::to,"6;
;
;
;
;
",,2.73,59.43,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,6.36,56.7,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.86,9.15,0,0,0,0
empty_tensor,,,2.29,2.29,0,0,0,0
aten::copy_,"6;
6;
",,41.19,41.19,0,0,0,0
aten::lift_fresh,6,,1.8,1.8,0,0,0,0
aten::detach_,6,,1.09,1.09,0,0,0,0
aten::select,"4,8;
;
",,5.16,9.36,0,0,0,0
aten::as_strided,"4,8;
;
;
",,4.2,4.2,0,0,0,0
aten::slice,"8;
;
;
;
",,4.11,7.01,0,0,0,0
aten::as_strided,"8;
;
;
",,2.9,2.9,0,0,0,0
aten::copy_,"6;
6;
",,47.12,55.43,0,0.8,0,0
aclnnInplaceCopy,,,8.31,8.31,0.8,0.8,0,0
aten::scalar_tensor,";
;
;
;
",,5.32,42.5,0,1.26,0,0
aten::empty,";
;
;
;
;
",,4.26,12.58,0,0,0,0
empty_tensor,,,8.32,8.32,0,0,0,0
aten::fill_,";
",,17.38,24.6,0,1.26,0,0
aclnnInplaceFillScalar,,,7.22,7.22,1.26,1.26,0,0
aten::select,"4,8;
;
",,5.19,10.31,0,0,0,0
aten::as_strided,"4,8;
;
;
",,5.12,5.12,0,0,0,0
aten::slice,"8;
;
;
;
",,4.02,7.46,0,0,0,0
aten::as_strided,"8;
;
;
",,3.44,3.44,0,0,0,0
aten::view,";
",,3.46,3.46,0,0,0,0
aten::expand,";
;
",,3.46,6.53,0,0,0,0
aten::as_strided,";
;
;
",,3.07,3.07,0,0,0,0
