Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,32.17,157.04,0,2.32,0,0
empty_tensor,,,28.15,28.15,0,0,0,0
aten::fill_,"4,8;
",,77.39,96.72,0,2.32,0,0
aclnnInplaceFillScalar,,,19.33,19.33,2.32,2.32,0,0
aten::zeros_like,"4,8;
;
;
;
;
",,13.34,59.23,0,1.60025,0,0
aten::empty_like,"4,8;
;
;
;
;
",,11.05,24.72,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,10.07,13.67,0,0,0,0
empty_tensor,,,3.6,3.6,0,0,0,0
aten::zero_,"4,8",,16.71,21.17,0,1.60025,0,0
aclnnInplaceZero,,,4.46,4.46,1.60025,1.60025,0,0
aten::empty,";
;
;
;
;
",,14.12,14.12,0,0,0,0
aten::to,"6;
;
;
;
;
",,5.88,256.42,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,12.8,250.54,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,7.54,11.19,0,0,0,0
empty_tensor,,,3.65,3.65,0,0,0,0
aten::copy_,"6;
6;
",,226.55,226.55,0,0,0,0
aten::lift_fresh,6,,4.24,4.24,0,0,0,0
aten::detach_,6,,2.19,2.19,0,0,0,0
aten::select,"4,8;
;
",,10.18,18.39,0,0,0,0
aten::as_strided,"4,8;
;
;
",,8.21,8.21,0,0,0,0
aten::slice,"8;
;
;
;
",,5.48,7.68,0,0,0,0
aten::as_strided,"8;
;
;
",,2.2,2.2,0,0,0,0
aten::copy_,"6;
6;
",,95.25,107.3,0,0.76,0,0
aclnnInplaceCopy,,,12.05,12.05,0.76,0.76,0,0
aten::scalar_tensor,";
;
;
;
",,9.76,37.72,0,1.42,0,0
aten::empty,";
;
;
;
;
",,3.84,10.71,0,0,0,0
empty_tensor,,,6.87,6.87,0,0,0,0
aten::fill_,";
",,14.18,17.25,0,1.42,0,0
aclnnInplaceFillScalar,,,3.07,3.07,1.42,1.42,0,0
aten::select,"4,8;
;
",,3.96,7.72,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.76,3.76,0,0,0,0
aten::slice,"8;
;
;
;
",,3.74,6.15,0,0,0,0
aten::as_strided,"8;
;
;
",,2.41,2.41,0,0,0,0
aten::view,";
",,3.43,3.43,0,0,0,0
aten::expand,";
;
",,3.62,6.77,0,0,0,0
aten::as_strided,";
;
;
",,3.15,3.15,0,0,0,0
aten::copy_,"6;
6;
",,19.16,21.99,0,4.24025,0,0
aclnnInplaceCopy,,,2.83,2.83,4.24025,4.24025,0,0
aten::empty,";
;
;
;
;
",,6.12,6.12,0,0,0,0
aten::to,"8;
;
;
;
;
",,4.32,231.7,0,0,0,0
aten::_to_copy,"8;
;
;
;
;
;
",,6.27,227.38,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,7.03,9.87,0,0,0,0
empty_tensor,,,2.84,2.84,0,0,0,0
aten::copy_,"8;
8;
",,211.24,211.24,0,0,0,0
aten::lift_fresh,8,,2.29,2.29,0,0,0,0
aten::detach_,8,,1.28,1.28,0,0,0,0
aten::select,"4,8;
;
",,5.76,9.62,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.86,3.86,0,0,0,0
aten::copy_,"8;
8;
",,36.86,45.06,0,0.64,0,0
aclnnInplaceCopy,,,8.2,8.2,0.64,0.64,0,0
aten::scalar_tensor,";
;
;
;
",,5.9,30.93,0,1.3,0,0
aten::empty,";
;
;
;
;
",,3.12,9.04,0,0,0,0
empty_tensor,,,5.92,5.92,0,0,0,0
aten::fill_,";
",,10.92,15.99,0,1.3,0,0
aclnnInplaceFillScalar,,,5.07,5.07,1.3,1.3,0,0
aten::select,"4,8;
;
",,4.06,7.92,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.86,3.86,0,0,0,0
aten::view,";
",,3.0,3.0,0,0,0,0
aten::expand,";
;
",,4.25,6.79,0,0,0,0
