Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,32.19,153.34,0,2.18,0,0
empty_tensor,,,26.61,26.61,0,0,0,0
aten::fill_,"4,8;
",,73.8,94.54,0,2.18,0,0
aclnnInplaceFillScalar,,,20.74,20.74,2.18,2.18,0,0
aten::zeros_like,"4,8;
;
;
;
;
",,13.11,57.82,0,1.62,0,0
aten::empty_like,"4,8;
;
;
;
;
",,10.23,23.57,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,9.87,13.34,0,0,0,0
empty_tensor,,,3.47,3.47,0,0,0,0
aten::zero_,"4,8",,17.15,21.14,0,1.62,0,0
aclnnInplaceZero,,,3.99,3.99,1.62,1.62,0,0
aten::empty,";
;
;
;
;
",,12.38,12.38,0,0,0,0
aten::to,"6;
;
;
;
;
",,4.89,506.77,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,11.12,501.88,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.19,8.69,0,0,0,0
empty_tensor,,,2.5,2.5,0,0,0,0
aten::copy_,"6;
6;
",,482.07,482.07,0,0,0,0
aten::lift_fresh,6,,5.33,5.33,0,0,0,0
aten::detach_,6,,1.69,1.69,0,0,0,0
aten::select,"4,8;
;
",,11.21,18.4,0,0,0,0
aten::as_strided,"4,8;
;
;
",,7.19,7.19,0,0,0,0
aten::slice,"8;
;
;
;
",,5.15,7.19,0,0,0,0
aten::as_strided,"8;
;
;
",,2.04,2.04,0,0,0,0
aten::copy_,"6;
6;
",,90.68,103.54,0,0.76,0,0
aclnnInplaceCopy,,,12.86,12.86,0.76,0.76,0,0
aten::scalar_tensor,";
;
;
;
",,10.14,40.58,0,1.36,0,0
aten::empty,";
;
;
;
;
",,4.04,10.71,0,0,0,0
empty_tensor,,,6.67,6.67,0,0,0,0
aten::fill_,";
",,16.33,19.73,0,1.36,0,0
aclnnInplaceFillScalar,,,3.4,3.4,1.36,1.36,0,0
aten::select,"4,8;
;
",,5.07,8.78,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.71,3.71,0,0,0,0
aten::slice,"8;
;
;
;
",,3.94,5.54,0,0,0,0
aten::as_strided,"8;
;
;
",,1.6,1.6,0,0,0,0
aten::view,";
",,2.51,2.51,0,0,0,0
aten::expand,";
;
",,3.91,6.51,0,0,0,0
aten::as_strided,";
;
;
",,2.6,2.6,0,0,0,0
aten::copy_,"6;
6;
",,19.23,22.45,0,4.14,0,0
aclnnInplaceCopy,,,3.22,3.22,4.14,4.14,0,0
aten::empty,";
;
;
;
;
",,5.78,5.78,0,0,0,0
aten::to,"8;
;
;
;
;
",,3.13,105.92,0,0,0,0
aten::_to_copy,"8;
;
;
;
;
;
",,6.86,102.79,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.25,8.51,0,0,0,0
empty_tensor,,,2.26,2.26,0,0,0,0
aten::copy_,"8;
8;
",,87.42,87.42,0,0,0,0
aten::lift_fresh,8,,1.37,1.37,0,0,0,0
aten::detach_,8,,0.91,0.91,0,0,0,0
aten::select,"4,8;
;
",,4.38,8.46,0,0,0,0
aten::as_strided,"4,8;
;
;
",,4.08,4.08,0,0,0,0
aten::copy_,"8;
8;
",,37.19,44.04,0,0.64,0,0
aclnnInplaceCopy,,,6.85,6.85,0.64,0.64,0,0
aten::scalar_tensor,";
;
;
;
",,5.45,29.25,0,1.28,0,0
aten::empty,";
;
;
;
;
",,2.61,8.14,0,0,0,0
empty_tensor,,,5.53,5.53,0,0,0,0
aten::fill_,";
",,10.19,15.66,0,1.28,0,0
aclnnInplaceFillScalar,,,5.47,5.47,1.28,1.28,0,0
aten::select,"4,8;
;
",,3.44,7.66,0,0,0,0
aten::as_strided,"4,8;
;
;
",,4.22,4.22,0,0,0,0
aten::view,";
",,3.67,3.67,0,0,0,0
aten::expand,";
;
",,2.94,5.26,0,0,0,0
aten::as_strided,";
;
;
",,2.32,2.32,0,0,0,0
aten::copy_,"8;
8;
",,15.38,20.11,0,4.16025,0,0
aclnnInplaceCopy,,,4.73,4.73,4.16025,4.16025,0,0
aten::empty,";
;
;
;
;
",,5.38,5.38,0,0,0,0
aten::to,"6;
;
;
;
;
",,3.15,58.94,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,6.13,55.79,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.26,8.83,0,0,0,0
empty_tensor,,,2.57,2.57,0,0,0,0
aten::copy_,"6;
6;
",,40.83,40.83,0,0,0,0
aten::lift_fresh,6,,1.58,1.58,0,0,0,0
aten::detach_,6,,0.84,0.84,0,0,0,0
aten::select,"4,8;
;
",,3.44,7.11,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.67,3.67,0,0,0,0
aten::slice,"8;
;
;
;
",,3.44,5.58,0,0,0,0
aten::as_strided,"8;
;
;
",,2.14,2.14,0,0,0,0
aten::copy_,"6;
6;
",,30.59,37.47,0,0.80025,0,0
aclnnInplaceCopy,,,6.88,6.88,0.80025,0.80025,0,0
aten::scalar_tensor,";
;
;
;
",,4.93,26.63,0,1.26,0,0
aten::empty,";
;
;
;
;
",,2.54,7.43,0,0,0,0
empty_tensor,,,4.89,4.89,0,0,0,0
aten::fill_,";
",,9.46,14.27,0,1.26,0,0
aclnnInplaceFillScalar,,,4.81,4.81,1.26,1.26,0,0
aten::select,"4,8;
;
",,3.78,7.06,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.28,3.28,0,0,0,0
aten::slice,"8;
;
;
;
",,4.18,6.29,0,0,0,0
aten::as_strided,"8;
;
;
",,2.11,2.11,0,0,0,0
aten::view,";
",,2.3,2.3,0,0,0,0
aten::expand,";
;
",,2.53,5.08,0,0,0,0
aten::as_strided,";
;
;
",,2.55,2.55,0,0,0,0
aten::copy_,"6;
6;
",,14.49,20.1,0,3.8600000000000003,0,0
aclnnInplaceCopy,,,5.61,5.61,3.8600000000000003,3.8600000000000003,0,0
aten::empty,";
;
;
;
;
",,5.16,5.16,0,0,0,0
aten::to,"8;
;
;
;
;
",,2.55,54.3,0,0,0,0
aten::_to_copy,"8;
;
;
;
;
;
",,4.82,51.75,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.06,8.27,0,0,0,0
empty_tensor,,,2.21,2.21,0,0,0,0
aten::copy_,"8;
8;
",,38.66,38.66,0,0,0,0
aten::lift_fresh,8,,1.68,1.68,0,0,0,0
aten::detach_,8,,1.21,1.21,0,0,0,0
aten::select,"4,8;
;
",,3.8,7.46,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.66,3.66,0,0,0,0
aten::copy_,"8;
8;
",,31.87,41.85,0,0.62,0,0
aclnnInplaceCopy,,,9.98,9.98,0.62,0.62,0,0
aten::scalar_tensor,";
;
;
;
",,4.14,26.7,0,1.26,0,0
aten::empty,";
;
;
;
;
",,2.76,8.08,0,0,0,0
empty_tensor,,,5.32,5.32,0,0,0,0
aten::fill_,";
",,9.84,14.48,0,1.26,0,0
aclnnInplaceFillScalar,,,4.64,4.64,1.26,1.26,0,0
aten::select,"4,8;
;
",,4.89,7.93,0,0,0,0
aten::as_strided,"4,8;
;
;
",,3.04,3.04,0,0,0,0
aten::view,";
",,2.71,2.71,0,0,0,0
aten::expand,";
;
",,2.75,4.79,0,0,0,0
aten::as_strided,";
;
;
",,2.04,2.04,0,0,0,0
aten::copy_,"8;
8;
",,14.77,19.63,0,4.16,0,0
aclnnInplaceCopy,,,4.86,4.86,4.16,4.16,0,0
minigpt::prefill_phase,,,214.22,275511.5,0,320021.13325,0,10275.60475
minigpt::prefill_model,,,64320.59,274301.05,0,319677.30625,0,10275.60475
aten::to,"4,8;
;
;
;
",,4.41,45.32,0,1.32,0,0
aten::_to_copy,"4,8;
;
;
;
;
;
",,5.87,40.91,0,1.32,0,0
aten::empty_strided,";
;
;
;
;
",,7.49,11.81,0,0,0,0
empty_tensor,,,4.32,4.32,0,0,0,0
aten::copy_,"4,8;
4,8;
",,15.82,23.23,0,1.32,0,0
aclnnInplaceCopy,,,7.41,7.41,1.32,1.32,0,0
aten::sum,"4,8;
;
;
",,20.48,31.49,0,3.2,0,0
empty_tensor,,,5.64,5.64,0,0,0,0
aclnnReduceSum,,,5.37,5.37,3.2,3.2,0,0
aten::le,"4;
",,15.63,21.78,0,2.86,0,0
empty_tensor,,,3.52,3.52,0,0,0,0
aclnnLeScalar,,,2.63,2.63,2.86,2.86,0,0
aten::any,4,,15.02,21.37,0,2.92025,0,0
empty_tensor,,,3.47,3.47,0,0,0,0
aclnnAny,,,2.88,2.88,2.92025,2.92025,0,0
aten::is_nonzero,,,8.46,88.55,0,0,0,0
aten::item,,,6.0,80.09,0,0,0,0
aten::_local_scalar_dense,,,74.09,74.09,0,0,0,0
aten::arange,";
;
;
;
",,18.17,28.58,0,9.28,0,0
empty_tensor,,,4.4,4.4,0,0,0,0
aclnnArange,,,6.01,6.01,9.28,9.28,0,0
aten::expand_as,"8;
4,8",,4.65,15.32,0,0,0,0
aten::expand,"8;
;
",,5.12,10.67,0,0,0,0
aten::as_strided,"8;
;
;
",,5.55,5.55,0,0,0,0
aten::to,"4,8;
;
;
;
",,2.54,2.54,0,0,0,0
aten::bitwise_not,"4,8",,16.53,28.05,0,1.58,0,0
empty_tensor,,,3.98,3.98,0,0,0,0
aclnnBitwiseNot,,,7.54,7.54,1.58,1.58,0,0
aten::masked_fill,"4,8;
4,8;
",,14.87,103.63,0,90.682,0,0
aten::clone,"4,8;
",,4.35,26.58,0,1.96025,0,0
empty_tensor,,,3.48,3.48,0,0,0,0
aten::copy_,"4,8;
4,8;
",,13.5,18.75,0,1.96025,0,0
aclnnInplaceCopy,,,5.25,5.25,1.96025,1.96025,0,0
aten::masked_fill_,"4,8;
4,8;
",,56.02,62.18,0,88.72175,0,0
aclnnInplaceMaskedFillScalar,,,6.16,6.16,88.72175,88.72175,0,0
aten::max,"4,8;
;
",,20.63,32.31,0,4.16025,0,0
empty_tensor,,,4.69,4.69,0,0,0,0
empty_tensor,,,4.25,4.25,0,0,0,0
aclnnMaxDim,,,2.74,2.74,4.16025,4.16025,0,0
aten::lt,"4;
",,11.96,17.74,0,2.66,0,0
empty_tensor,,,3.08,3.08,0,0,0,0
aclnnLtScalar,,,2.7,2.7,2.66,2.66,0,0
aten::any,4,,14.45,20.48,0,2.1,0,0
empty_tensor,,,3.16,3.16,0,0,0,0
aclnnAny,,,2.87,2.87,2.1,2.1,0,0
aten::is_nonzero,,,2.42,59.76,0,0,0,0
aten::item,,,3.73,57.34,0,0,0,0
aten::_local_scalar_dense,,,53.61,53.61,0,0,0,0
aten::to,"4,8;
;
;
;
",,4.52,42.22,0,1.16,0,0
aten::_to_copy,"4,8;
;
;
;
;
;
",,6.64,37.7,0,1.16,0,0
aten::empty_strided,";
;
;
;
;
",,6.92,9.99,0,0,0,0
empty_tensor,,,3.07,3.07,0,0,0,0
aten::copy_,"4,8;
4,8;
",,13.62,21.07,0,1.16,0,0
aclnnInplaceCopy,,,7.45,7.45,1.16,1.16,0,0
aten::sum,"4,8;
;
;
",,14.43,22.05,0,2.46,0,0
empty_tensor,,,3.65,3.65,0,0,0,0
aclnnReduceSum,,,3.97,3.97,2.46,2.46,0,0
aten::max,4,,14.41,20.19,0,2.52,0,0
empty_tensor,,,2.52,2.52,0,0,0,0
