Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,42.99,230.03,0,2.04,0,0
empty_tensor,,,60.49,60.49,0,0,0,0
aten::fill_,"1,6;
",,100.74,126.55,0,2.04,0,0
aclnnInplaceFillScalar,,,25.81,25.81,2.04,2.04,0,0
aten::zeros_like,"1,6;
;
;
;
;
",,13.37,84.51,0,1.76,0,0
aten::empty_like,"1,6;
;
;
;
;
",,17.29,42.54,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,19.52,25.25,0,0,0,0
empty_tensor,,,5.73,5.73,0,0,0,0
aten::zero_,"1,6",,24.41,28.6,0,1.76,0,0
aclnnInplaceZero,,,4.19,4.19,1.76,1.76,0,0
aten::empty,";
;
;
;
;
",,12.53,12.53,0,0,0,0
aten::to,"6;
;
;
;
;
",,8.96,140.17,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,13.2,131.21,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.69,8.73,0,0,0,0
empty_tensor,,,3.04,3.04,0,0,0,0
aten::copy_,"6;
6;
",,109.28,109.28,0,0,0,0
aten::lift_fresh,6,,3.35,3.35,0,0,0,0
aten::detach_,6,,1.31,1.31,0,0,0,0
aten::select,"1,6;
;
",,13.63,22.34,0,0,0,0
aten::as_strided,"1,6;
;
;
",,8.71,8.71,0,0,0,0
aten::copy_,"6;
6;
",,109.2,121.24,0,0.8,0,0
aclnnInplaceCopy,,,12.04,12.04,0.8,0.8,0,0
aten::scalar_tensor,";
;
;
;
",,9.84,48.58,0,1.6,0,0
aten::empty,";
;
;
;
;
",,3.37,10.75,0,0,0,0
empty_tensor,,,7.38,7.38,0,0,0,0
aten::fill_,";
",,16.68,27.99,0,1.6,0,0
aclnnInplaceFillScalar,,,11.31,11.31,1.6,1.6,0,0
aten::select,"1,6;
;
",,3.85,10.82,0,0,0,0
aten::as_strided,"1,6;
;
;
",,6.97,6.97,0,0,0,0
aten::view,";
",,5.07,5.07,0,0,0,0
aten::expand,";
;
",,5.91,9.05,0,0,0,0
aten::as_strided,";
;
;
",,3.14,3.14,0,0,0,0
aten::copy_,"6;
6;
",,21.47,31.25,0,4.74,0,0
aclnnInplaceCopy,,,9.78,9.78,4.74,4.74,0,0
minigpt::prefill_phase,,,168.49,296169.24,0,210406.16,0,28283.08
minigpt::prefill_model,,,46132.93,295296.34,0,210005.8,0,28283.08
aten::to,"1,6;
;
;
;
",,7.11,59.29,0,1.5,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,5.93,52.18,0,1.5,0,0
aten::empty_strided,";
;
;
;
;
",,7.09,10.6,0,0,0,0
empty_tensor,,,3.51,3.51,0,0,0,0
aten::copy_,"1,6;
1,6;
",,24.71,35.65,0,1.5,0,0
aclnnInplaceCopy,,,10.94,10.94,1.5,1.5,0,0
aten::sum,"1,6;
;
;
",,26.94,40.86,0,2.46,0,0
empty_tensor,,,4.21,4.21,0,0,0,0
aclnnReduceSum,,,9.71,9.71,2.46,2.46,0,0
aten::le,"1;
",,21.06,34.63,0,3.02,0,0
empty_tensor,,,7.54,7.54,0,0,0,0
aclnnLeScalar,,,6.03,6.03,3.02,3.02,0,0
aten::any,1,,21.31,28.12,0,1.5,0,0
empty_tensor,,,2.75,2.75,0,0,0,0
aclnnAny,,,4.06,4.06,1.5,1.5,0,0
aten::is_nonzero,,,10.88,151.58,0,0,0,0
aten::item,,,12.85,140.7,0,0,0,0
aten::_local_scalar_dense,,,127.85,127.85,0,0,0,0
aten::arange,";
;
;
;
",,93.15,147.51,0,10.34,0,0
empty_tensor,,,44.22,44.22,0,0,0,0
aclnnArange,,,10.14,10.14,10.34,10.34,0,0
aten::expand_as,"6;
1,6",,18.83,55.85,0,0,0,0
aten::expand,"6;
;
",,21.38,37.02,0,0,0,0
aten::as_strided,"6;
;
;
",,15.64,15.64,0,0,0,0
aten::to,"1,6;
;
;
;
",,5.94,5.94,0,0,0,0
