Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,63.92,230.15,0,2.02025,0,0
empty_tensor,,,42.62,42.62,0,0,0,0
aten::fill_,"1,6;
",,101.45,123.61,0,2.02025,0,0
aclnnInplaceFillScalar,,,22.16,22.16,2.02025,2.02025,0,0
aten::zeros_like,"1,6;
;
;
;
;
",,29.9,104.84,0,1.62,0,0
aten::empty_like,"1,6;
;
;
;
;
",,26.66,50.01,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,16.72,23.35,0,0,0,0
empty_tensor,,,6.63,6.63,0,0,0,0
aten::zero_,"1,6",,22.16,24.93,0,1.62,0,0
aclnnInplaceZero,,,2.77,2.77,1.62,1.62,0,0
aten::empty,";
;
;
;
;
",,16.15,16.15,0,0,0,0
aten::to,"6;
;
;
;
;
",,8.6,159.1,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,19.13,150.5,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,5.7,8.88,0,0,0,0
empty_tensor,,,3.18,3.18,0,0,0,0
aten::copy_,"6;
6;
",,122.49,122.49,0,0,0,0
aten::lift_fresh,6,,28.68,28.68,0,0,0,0
aten::detach_,6,,2.11,2.11,0,0,0,0
aten::select,"1,6;
;
",,23.05,59.25,0,0,0,0
aten::as_strided,"1,6;
;
;
",,36.2,36.2,0,0,0,0
aten::copy_,"6;
6;
",,155.55,165.65,0,0.92025,0,0
aclnnInplaceCopy,,,10.1,10.1,0.92025,0.92025,0,0
aten::scalar_tensor,";
;
;
;
",,16.56,81.37,0,1.44,0,0
aten::empty,";
;
;
;
;
",,7.3,40.3,0,0,0,0
empty_tensor,,,33.0,33.0,0,0,0,0
aten::fill_,";
",,20.13,24.51,0,1.44,0,0
aclnnInplaceFillScalar,,,4.38,4.38,1.44,1.44,0,0
aten::select,"1,6;
;
",,4.63,9.1,0,0,0,0
aten::as_strided,"1,6;
;
;
",,4.47,4.47,0,0,0,0
aten::view,";
",,6.29,6.29,0,0,0,0
aten::expand,";
;
",,7.17,10.27,0,0,0,0
aten::as_strided,";
;
;
",,3.1,3.1,0,0,0,0
aten::copy_,"6;
6;
",,19.54,23.09,0,4.28,0,0
aclnnInplaceCopy,,,3.55,3.55,4.28,4.28,0,0
minigpt::prefill_phase,,,178.38,279600.3,0,457281.52125,0,10095.16375
minigpt::prefill_model,,,39304.63,278430.35,0,456093.2575,0,10095.16375
aten::to,"1,6;
;
;
;
",,6.84,65.26,0,1.36,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,13.77,58.42,0,1.36,0,0
aten::empty_strided,";
;
;
;
;
",,15.8,23.85,0,0,0,0
empty_tensor,,,8.05,8.05,0,0,0,0
aten::copy_,"1,6;
1,6;
",,15.9,20.8,0,1.36,0,0
aclnnInplaceCopy,,,4.9,4.9,1.36,1.36,0,0
aten::sum,"1,6;
;
;
",,22.25,32.43,0,2.92,0,0
empty_tensor,,,6.18,6.18,0,0,0,0
aclnnReduceSum,,,4.0,4.0,2.92,2.92,0,0
aten::le,"1;
",,18.18,23.1,0,2.78,0,0
empty_tensor,,,2.85,2.85,0,0,0,0
aclnnLeScalar,,,2.07,2.07,2.78,2.78,0,0
aten::any,1,,18.07,25.07,0,1.6,0,0
empty_tensor,,,3.22,3.22,0,0,0,0
aclnnAny,,,3.78,3.78,1.6,1.6,0,0
aten::is_nonzero,,,20.27,99.97,0,0,0,0
aten::item,,,5.58,79.7,0,0,0,0
aten::_local_scalar_dense,,,74.12,74.12,0,0,0,0
aten::arange,";
;
;
;
",,22.59,33.25,0,9.40025,0,0
empty_tensor,,,5.99,5.99,0,0,0,0
aclnnArange,,,4.67,4.67,9.40025,9.40025,0,0
aten::expand_as,"6;
1,6",,4.28,15.09,0,0,0,0
aten::expand,"6;
;
",,5.74,10.81,0,0,0,0
aten::as_strided,"6;
;
;
",,5.07,5.07,0,0,0,0
aten::to,"1,6;
;
;
;
",,2.38,2.38,0,0,0,0
aten::bitwise_not,"1,6",,28.26,36.5,0,1.40025,0,0
empty_tensor,,,4.08,4.08,0,0,0,0
aclnnBitwiseNot,,,4.16,4.16,1.40025,1.40025,0,0
aten::masked_fill,"1,6;
1,6;
",,61.87,177.28,0,95.22175,0,0
aten::clone,"1,6;
",,5.6,58.88,0,0.7,0,0
empty_tensor,,,4.5,4.5,0,0,0,0
aten::copy_,"1,6;
1,6;
",,44.31,48.78,0,0.7,0,0
aclnnInplaceCopy,,,4.47,4.47,0.7,0.7,0,0
aten::masked_fill_,"1,6;
1,6;
",,51.44,56.53,0,94.52175,0,0
aclnnInplaceMaskedFillScalar,,,5.09,5.09,94.52175,94.52175,0,0
aten::max,"1,6;
;
",,21.35,32.54,0,3.7002499999999996,0,0
empty_tensor,,,4.84,4.84,0,0,0,0
empty_tensor,,,3.35,3.35,0,0,0,0
aclnnMaxDim,,,3.0,3.0,3.7002499999999996,3.7002499999999996,0,0
aten::lt,"1;
",,12.73,19.51,0,3.36,0,0
empty_tensor,,,2.81,2.81,0,0,0,0
aclnnLtScalar,,,3.97,3.97,3.36,3.36,0,0
aten::any,1,,12.62,20.83,0,1.36,0,0
empty_tensor,,,4.73,4.73,0,0,0,0
aclnnAny,,,3.48,3.48,1.36,1.36,0,0
aten::is_nonzero,,,1.89,74.36,0,0,0,0
aten::item,,,1.8,72.47,0,0,0,0
aten::_local_scalar_dense,,,70.67,70.67,0,0,0,0
aten::to,"1,6;
;
;
;
",,4.05,41.48,0,1.22,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,7.53,37.43,0,1.22,0,0
aten::empty_strided,";
;
;
;
;
",,9.41,13.36,0,0,0,0
empty_tensor,,,3.95,3.95,0,0,0,0
aten::copy_,"1,6;
1,6;
",,12.41,16.54,0,1.22,0,0
aclnnInplaceCopy,,,4.13,4.13,1.22,1.22,0,0
aten::sum,"1,6;
;
;
",,13.4,20.22,0,2.34025,0,0
empty_tensor,,,3.18,3.18,0,0,0,0
aclnnReduceSum,,,3.64,3.64,2.34025,2.34025,0,0
aten::max,1,,14.69,21.38,0,1.76,0,0
empty_tensor,,,3.2,3.2,0,0,0,0
aclnnMax,,,3.49,3.49,1.76,1.76,0,0
aten::item,,,1.86,53.57,0,0,0,0
aten::_local_scalar_dense,,,51.71,51.71,0,0,0,0
aten::to,"1,6;
;
;
;
",,3.47,44.03,0,1.24,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,6.1,40.56,0,1.24,0,0
aten::empty_strided,";
;
;
;
;
",,8.19,12.61,0,0,0,0
empty_tensor,,,4.42,4.42,0,0,0,0
aten::copy_,"1,6;
1,6;
",,16.58,21.85,0,1.24,0,0
aclnnInplaceCopy,,,5.27,5.27,1.24,1.24,0,0
aten::sum,"1,6;
;
;
",,5.85,26.06,0,2.14,0,0
aten::sum,"1,6;
;
;
",,13.16,20.21,0,2.14,0,0
empty_tensor,,,3.49,3.49,0,0,0,0
aclnnReduceSum,,,3.56,3.56,2.14,2.14,0,0
