Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,28.87,127.61,0,2.44,0,0
empty_tensor,,,26.74,26.74,0,0,0,0
aten::fill_,"1,544;
",,53.95,72.0,0,2.44,0,0
aclnnInplaceFillScalar,,,18.05,18.05,2.44,2.44,0,0
aten::zeros_like,"1,544;
;
;
;
;
",,8.29,54.81,0,1.78,0,0
aten::empty_like,"1,544;
;
;
;
;
",,11.94,27.85,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,12.29,15.91,0,0,0,0
empty_tensor,,,3.62,3.62,0,0,0,0
aten::zero_,"1,544",,16.1,18.67,0,1.78,0,0
aclnnInplaceZero,,,2.57,2.57,1.78,1.78,0,0
aten::empty,";
;
;
;
;
",,8.95,8.95,0,0,0,0
aten::to,"544;
;
;
;
;
",,3.74,102.66,0,0,0,0
aten::_to_copy,"544;
;
;
;
;
;
",,9.39,98.92,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.15,8.87,0,0,0,0
empty_tensor,,,2.72,2.72,0,0,0,0
aten::copy_,"544;
544;
",,80.66,80.66,0,0,0,0
aten::lift_fresh,544,,3.22,3.22,0,0,0,0
aten::detach_,544,,1.04,1.04,0,0,0,0
aten::select,"1,544;
;
",,9.07,17.57,0,0,0,0
aten::as_strided,"1,544;
;
;
",,8.5,8.5,0,0,0,0
aten::copy_,"544;
544;
",,79.59,87.16,0,0.8,0,0
aclnnInplaceCopy,,,7.57,7.57,0.8,0.8,0,0
aten::scalar_tensor,";
;
;
;
",,7.34,37.19,0,1.66,0,0
aten::empty,";
;
;
;
;
",,2.86,10.48,0,0,0,0
empty_tensor,,,7.62,7.62,0,0,0,0
aten::fill_,";
",,13.02,19.37,0,1.66,0,0
aclnnInplaceFillScalar,,,6.35,6.35,1.66,1.66,0,0
aten::select,"1,544;
;
",,3.51,6.78,0,0,0,0
aten::as_strided,"1,544;
;
;
",,3.27,3.27,0,0,0,0
aten::view,";
",,4.19,4.19,0,0,0,0
aten::expand,";
;
",,3.09,5.8,0,0,0,0
aten::as_strided,";
;
;
",,2.71,2.71,0,0,0,0
aten::copy_,"544;
544;
",,14.97,17.28,0,4.7,0,0
aclnnInplaceCopy,,,2.31,2.31,4.7,4.7,0,0
minigpt::prefill_phase,,,139.93,330353.85,0,657435.46,0,80783.94
minigpt::prefill_model,,,43604.11,329022.79,0,655642.64,0,80783.94
aten::to,"1,544;
;
;
;
",,3.42,37.9,0,1.52,0,0
aten::_to_copy,"1,544;
;
;
;
;
;
",,4.98,34.48,0,1.52,0,0
aten::empty_strided,";
;
;
;
;
",,6.48,9.86,0,0,0,0
empty_tensor,,,3.38,3.38,0,0,0,0
aten::copy_,"1,544;
1,544;
",,13.7,19.64,0,1.52,0,0
aclnnInplaceCopy,,,5.94,5.94,1.52,1.52,0,0
aten::sum,"1,544;
;
;
",,19.97,26.58,0,6.2,0,0
empty_tensor,,,4.44,4.44,0,0,0,0
aclnnReduceSum,,,2.17,2.17,6.2,6.2,0,0
aten::le,"1;
",,16.24,21.68,0,2.7,0,0
empty_tensor,,,3.09,3.09,0,0,0,0
aclnnLeScalar,,,2.35,2.35,2.7,2.7,0,0
aten::any,1,,16.54,22.7,0,1.56,0,0
empty_tensor,,,3.44,3.44,0,0,0,0
aclnnAny,,,2.72,2.72,1.56,1.56,0,0
aten::is_nonzero,,,5.61,123.16,0,0,0,0
aten::item,,,3.45,117.55,0,0,0,0
aten::_local_scalar_dense,,,114.1,114.1,0,0,0,0
aten::arange,";
;
;
;
",,18.25,29.4,0,8.36,0,0
empty_tensor,,,4.83,4.83,0,0,0,0
