Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,38.67,193.31,0,2.4,0,0
empty_tensor,,,40.38,40.38,0,0,0,0
aten::fill_,"1,544;
",,96.5,114.26,0,2.4,0,0
aclnnInplaceFillScalar,,,17.76,17.76,2.4,2.4,0,0
aten::zeros_like,"1,544;
;
;
;
;
",,12.09,71.55,0,1.74,0,0
aten::empty_like,"1,544;
;
;
;
;
",,17.7,36.49,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,15.58,18.79,0,0,0,0
empty_tensor,,,3.21,3.21,0,0,0,0
aten::zero_,"1,544",,18.9,22.97,0,1.74,0,0
aclnnInplaceZero,,,4.07,4.07,1.74,1.74,0,0
aten::empty,";
;
;
;
;
",,16.06,16.06,0,0,0,0
aten::to,"544;
;
;
;
;
",,6.8,158.63,0,0,0,0
aten::_to_copy,"544;
;
;
;
;
;
",,15.11,151.83,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.97,9.53,0,0,0,0
empty_tensor,,,2.56,2.56,0,0,0,0
aten::copy_,"544;
544;
",,127.19,127.19,0,0,0,0
aten::lift_fresh,544,,5.87,5.87,0,0,0,0
aten::detach_,544,,2.38,2.38,0,0,0,0
aten::select,"1,544;
;
",,18.63,30.79,0,0,0,0
aten::as_strided,"1,544;
;
;
",,12.16,12.16,0,0,0,0
aten::copy_,"544;
544;
",,156.13,169.37,0,0.80025,0,0
aclnnInplaceCopy,,,13.24,13.24,0.80025,0.80025,0,0
aten::scalar_tensor,";
;
;
;
",,24.11,179.9,0,1.4,0,0
aten::empty,";
;
;
;
;
",,18.26,68.4,0,0,0,0
empty_tensor,,,50.14,50.14,0,0,0,0
aten::fill_,";
",,72.53,87.39,0,1.4,0,0
aclnnInplaceFillScalar,,,14.86,14.86,1.4,1.4,0,0
aten::select,"1,544;
;
",,13.94,26.11,0,0,0,0
aten::as_strided,"1,544;
;
;
",,12.17,12.17,0,0,0,0
aten::view,";
",,8.44,8.44,0,0,0,0
aten::expand,";
;
",,5.39,12.12,0,0,0,0
aten::as_strided,";
;
;
",,6.73,6.73,0,0,0,0
aten::copy_,"544;
544;
",,36.7,42.29,0,4.30025,0,0
aclnnInplaceCopy,,,5.59,5.59,4.30025,4.30025,0,0
