Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,43.45,188.15,0,2.02,0,0
empty_tensor,,,41.17,41.17,0,0,0,0
aten::fill_,"1,6;
",,85.17,103.53,0,2.02,0,0
aclnnInplaceFillScalar,,,18.36,18.36,2.02,2.02,0,0
aten::zeros_like,"1,6;
;
;
;
;
",,15.83,82.64,0,1.62,0,0
aten::empty_like,"1,6;
;
;
;
;
",,18.94,39.54,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,16.53,20.6,0,0,0,0
empty_tensor,,,4.07,4.07,0,0,0,0
aten::zero_,"1,6",,22.55,27.27,0,1.62,0,0
aclnnInplaceZero,,,4.72,4.72,1.62,1.62,0,0
aten::empty,";
;
;
;
;
",,16.49,16.49,0,0,0,0
aten::to,"6;
;
;
;
;
",,7.2,175.77,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,18.72,168.57,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,7.97,11.0,0,0,0,0
empty_tensor,,,3.03,3.03,0,0,0,0
aten::copy_,"6;
6;
",,138.85,138.85,0,0,0,0
aten::lift_fresh,6,,4.04,4.04,0,0,0,0
aten::detach_,6,,1.4,1.4,0,0,0,0
aten::select,"1,6;
;
",,9.39,20.28,0,0,0,0
aten::as_strided,"1,6;
;
;
",,10.89,10.89,0,0,0,0
aten::copy_,"6;
6;
",,108.11,119.17,0,0.96,0,0
aclnnInplaceCopy,,,11.06,11.06,0.96,0.96,0,0
aten::scalar_tensor,";
;
;
;
",,9.77,48.89,0,1.4,0,0
aten::empty,";
;
;
;
;
",,4.24,11.78,0,0,0,0
empty_tensor,,,7.54,7.54,0,0,0,0
aten::fill_,";
",,17.71,27.34,0,1.4,0,0
aclnnInplaceFillScalar,,,9.63,9.63,1.4,1.4,0,0
aten::select,"1,6;
;
",,4.16,7.92,0,0,0,0
aten::as_strided,"1,6;
;
;
",,3.76,3.76,0,0,0,0
aten::view,";
",,5.86,5.86,0,0,0,0
aten::expand,";
;
",,4.9,8.33,0,0,0,0
aten::as_strided,";
;
;
",,3.43,3.43,0,0,0,0
aten::copy_,"6;
6;
",,21.33,25.85,0,4.22,0,0
aclnnInplaceCopy,,,4.52,4.52,4.22,4.22,0,0
minigpt::prefill_phase,,,123.45,275406.19,0,366039.08,0,10096.74
minigpt::prefill_model,,,45880.79,274591.53,0,365530.8,0,10096.74
aten::to,"1,6;
;
;
;
",,5.02,55.59,0,1.3,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,7.87,50.57,0,1.3,0,0
aten::empty_strided,";
;
;
;
;
",,8.46,11.8,0,0,0,0
empty_tensor,,,3.34,3.34,0,0,0,0
aten::copy_,"1,6;
1,6;
",,20.7,30.9,0,1.3,0,0
aclnnInplaceCopy,,,10.2,10.2,1.3,1.3,0,0
aten::sum,"1,6;
;
;
",,26.67,40.46,0,2.9,0,0
empty_tensor,,,5.34,5.34,0,0,0,0
aclnnReduceSum,,,8.45,8.45,2.9,2.9,0,0
aten::le,"1;
",,19.47,28.75,0,2.62,0,0
empty_tensor,,,3.06,3.06,0,0,0,0
aclnnLeScalar,,,6.22,6.22,2.62,2.62,0,0
aten::any,1,,20.75,26.45,0,1.68,0,0
empty_tensor,,,3.11,3.11,0,0,0,0
aclnnAny,,,2.59,2.59,1.68,1.68,0,0
aten::is_nonzero,,,8.57,360.76,0,0,0,0
aten::item,,,9.22,352.19,0,0,0,0
aten::_local_scalar_dense,,,342.97,342.97,0,0,0,0
aten::arange,";
;
;
;
",,27.65,45.04,0,7.84,0,0
empty_tensor,,,7.1,7.1,0,0,0,0
aclnnArange,,,10.29,10.29,7.84,7.84,0,0
aten::expand_as,"6;
1,6",,4.01,13.76,0,0,0,0
aten::expand,"6;
;
",,4.88,9.75,0,0,0,0
aten::as_strided,"6;
;
;
",,4.87,4.87,0,0,0,0
aten::to,"1,6;
;
;
;
",,3.07,3.07,0,0,0,0
aten::bitwise_not,"1,6",,19.35,33.71,0,1.56,0,0
empty_tensor,,,4.29,4.29,0,0,0,0
aclnnBitwiseNot,,,10.07,10.07,1.56,1.56,0,0
aten::masked_fill,"1,6;
1,6;
",,18.93,184.95,0,68.94,0,0
aten::clone,"1,6;
",,5.57,80.65,0,0.7,0,0
empty_tensor,,,4.49,4.49,0,0,0,0
aten::copy_,"1,6;
1,6;
",,60.05,70.59,0,0.7,0,0
aclnnInplaceCopy,,,10.54,10.54,0.7,0.7,0,0
aten::masked_fill_,"1,6;
1,6;
",,74.83,85.37,0,68.24,0,0
aclnnInplaceMaskedFillScalar,,,10.54,10.54,68.24,68.24,0,0
aten::max,"1,6;
;
",,26.71,43.22,0,3.8600000000000003,0,0
empty_tensor,,,4.77,4.77,0,0,0,0
empty_tensor,,,3.68,3.68,0,0,0,0
aclnnMaxDim,,,8.06,8.06,3.8600000000000003,3.8600000000000003,0,0
aten::lt,"1;
",,15.38,26.95,0,3.02,0,0
empty_tensor,,,3.13,3.13,0,0,0,0
aclnnLtScalar,,,8.44,8.44,3.02,3.02,0,0
aten::any,1,,19.75,34.32,0,1.28,0,0
empty_tensor,,,4.28,4.28,0,0,0,0
aclnnAny,,,10.29,10.29,1.28,1.28,0,0
aten::is_nonzero,,,5.01,120.66,0,0,0,0
aten::item,,,7.58,115.65,0,0,0,0
aten::_local_scalar_dense,,,108.07,108.07,0,0,0,0
aten::to,"1,6;
;
;
;
",,13.19,126.65,0,1.22,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,19.8,113.46,0,1.22,0,0
aten::empty_strided,";
;
;
;
;
",,20.1,31.76,0,0,0,0
empty_tensor,,,11.66,11.66,0,0,0,0
aten::copy_,"1,6;
1,6;
",,52.67,61.9,0,1.22,0,0
aclnnInplaceCopy,,,9.23,9.23,1.22,1.22,0,0
aten::sum,"1,6;
;
;
",,23.13,33.49,0,2.12,0,0
empty_tensor,,,4.82,4.82,0,0,0,0
