Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,35.76,167.15,0,2.18,0,0
empty_tensor,,,28.81,28.81,0,0,0,0
aten::fill_,"1,6;
",,83.94,102.58,0,2.18,0,0
aclnnInplaceFillScalar,,,18.64,18.64,2.18,2.18,0,0
aten::zeros_like,"1,6;
;
;
;
;
",,15.65,66.41,0,1.98,0,0
aten::empty_like,"1,6;
;
;
;
;
",,12.5,27.25,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,11.42,14.75,0,0,0,0
empty_tensor,,,3.33,3.33,0,0,0,0
aten::zero_,"1,6",,19.41,23.51,0,1.98,0,0
aclnnInplaceZero,,,4.1,4.1,1.98,1.98,0,0
aten::empty,";
;
;
;
;
",,18.72,18.72,0,0,0,0
aten::to,"6;
;
;
;
;
",,6.86,186.96,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,14.61,180.1,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.2,9.44,0,0,0,0
empty_tensor,,,3.24,3.24,0,0,0,0
aten::copy_,"6;
6;
",,156.05,156.05,0,0,0,0
aten::lift_fresh,6,,4.26,4.26,0,0,0,0
aten::detach_,6,,2.48,2.48,0,0,0,0
aten::select,"1,6;
;
",,15.18,24.72,0,0,0,0
aten::as_strided,"1,6;
;
;
",,9.54,9.54,0,0,0,0
aten::copy_,"6;
6;
",,105.96,119.7,0,0.92,0,0
aclnnInplaceCopy,,,13.74,13.74,0.92,0.92,0,0
aten::scalar_tensor,";
;
;
;
",,10.44,37.91,0,1.44,0,0
aten::empty,";
;
;
;
;
",,4.1,9.3,0,0,0,0
empty_tensor,,,5.2,5.2,0,0,0,0
aten::fill_,";
",,14.74,18.17,0,1.44,0,0
aclnnInplaceFillScalar,,,3.43,3.43,1.44,1.44,0,0
aten::select,"1,6;
;
",,5.4,8.94,0,0,0,0
aten::as_strided,"1,6;
;
;
",,3.54,3.54,0,0,0,0
aten::view,";
",,4.46,4.46,0,0,0,0
aten::expand,";
;
",,6.96,10.1,0,0,0,0
aten::as_strided,";
;
;
",,3.14,3.14,0,0,0,0
aten::copy_,"6;
6;
",,18.16,20.83,0,4.10025,0,0
aclnnInplaceCopy,,,2.67,2.67,4.10025,4.10025,0,0
minigpt::prefill_phase,,,184.57,232821.9,0,368270.697,0,10110.16425
minigpt::prefill_model,,,40095.51,231793.67,0,367269.33725,0,10110.16425
aten::to,"1,6;
;
;
;
",,6.42,50.74,0,1.6,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,7.31,44.32,0,1.6,0,0
aten::empty_strided,";
;
;
;
;
",,7.72,11.89,0,0,0,0
empty_tensor,,,4.17,4.17,0,0,0,0
aten::copy_,"1,6;
1,6;
",,18.72,25.12,0,1.6,0,0
aclnnInplaceCopy,,,6.4,6.4,1.6,1.6,0,0
aten::sum,"1,6;
;
;
",,21.88,32.35,0,2.84,0,0
empty_tensor,,,5.25,5.25,0,0,0,0
aclnnReduceSum,,,5.22,5.22,2.84,2.84,0,0
aten::le,"1;
",,16.08,21.41,0,2.76,0,0
empty_tensor,,,3.1,3.1,0,0,0,0
aclnnLeScalar,,,2.23,2.23,2.76,2.76,0,0
aten::any,1,,16.04,22.26,0,1.72,0,0
empty_tensor,,,3.72,3.72,0,0,0,0
aclnnAny,,,2.5,2.5,1.72,1.72,0,0
aten::is_nonzero,,,7.75,112.82,0,0,0,0
